ID_WSER,Owner Name,System Name,City,Province,Latitude,Longitude,System status,CDUID,CDNAME,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Units,kgPin/year,Stuttgart process kgPrec/year,Stuttgart process EUR/kgPrec,Stuttgart process EUR/year,Gifhorn process kgPrec/year,Gifhorn process EUR/kgPrec,Gifhorn process EUR/year,PHOXNAN kgPrec/year,PHOXNAN EUR/kgPrec,PHOXNAN EUR/year,Aqua Reci kgPrec/year,Aqua Reci EUR/kgPrec,Aqua Reci EUR/year,MEPHREC kgPrec/year,MEPHREC EUR/kgPrec,MEPHREC EUR/year,EcoPhos kgPrec/year,EcoPhos EUR/kgPrec,EcoPhos EUR/year,AshDec depollution kgPrec/year,AshDec depollution EUR/kgPrec,AshDec depollution EUR/year,AshDec Rhenania kgPrec/year,AshDec Rhenania EUR/kgPrec,AshDec Rhenania EUR/year,PASCH kgPrec/year,PASCH EUR/kgPrec,PASCH EUR/year,LEACHPHOS kgPrec/year,LEACHPHOS EUR/kgPrec,LEACHPHOS EUR/year,RecoPhos kgPrec/year,RecoPhos EUR/kgPrec,RecoPhos EUR/year,Thermophos kgPrec/year,Thermophos EUR/kgPrec,Thermophos EUR/year
9220,City of Greater Sudbury,Sudbury Wastewater Treatment Plant,Sudbury,ON,46.4647,-81.0352,operational,3553.0,Greater Sudbury / Grand Sudbury,23619.1,28160.682,32011.6,22569.554,22400.561,18024.962,22074.527,thousand m3,60870.67596427194,24348.270385708776,22.322529066521522,543514.9734045094,24348.270385708776,15.446128988214225,376086.52501757425,31044.04474177869,26.938431646387528,836277.8773038014,37131.11233820588,23.76941091956808,882584.6670674599,41392.05965570492,26.622008862186547,1101939.7789783305,49913.95429070299,12.5,623924.4286337873,52348.781329273865,9.8,513018.05702688394,52348.781329273865,9.9,518252.9351598113,48087.83401177484,12.7,610715.4919495404,47479.127252132115,13.1,621976.5670029307,52957.48808891659,10.5,556053.6249336242,49305.247531060275,10.7,527566.1485823449
9281,City of Brockville (Corporation of the),Water Pollution Control Centre,Brockville,ON,44.6015,-75.6621,operational,3507.0,Leeds and Grenville,5532.572,5985.055399999999,5634.838,5671.4637,7227.6732,6181.8217,6850.210500000001,thousand m3,18889.507513912,7555.803005564801,25.388907947359478,191833.58697666682,7555.803005564801,19.067484645591946,144070.15779372433,9633.648832095121,32.484957718416176,312948.6749846794,11522.59958348632,29.34216580021118,338098.0274280999,12844.865109460163,42.01786143613818,539713.762335183,15489.39616140784,12.5,193617.452017598,16244.976461964321,9.8,159200.76932725037,16244.976461964321,9.9,160825.2669734468,14922.710935990483,12.7,189518.42888707912,14733.815860851362,13.1,193012.98777715283,16433.87153710344,10.5,172555.65113958615,15300.501086268723,10.7,163715.36162307533
9389,City of Sault Ste. Marie,West End Water Pollution Control Plant,Sault Ste. Marie,ON,46.5239,-84.4076,operational,3557.0,Algoma,6569.351000000001,6281.178,5542.953,5183.883,6378.343,5037.284,6453.539000000001,thousand m3,17795.682838041856,7118.273135216743,25.5560470239501,181914.9229729198,7118.273135216743,19.273317747570033,137192.73994902385,9075.798247401346,32.79648214084145,297654.2551347784,10855.366531205531,29.658913872527524,321958.3810037427,12101.064329868463,43.006814533743295,520428.22929554956,14592.45992719432,12.5,182405.749089929,15304.287240715996,9.8,149982.01495901676,15304.287240715996,9.9,151512.44368308835,14058.589442053066,12.7,178544.08591407392,13880.632613672647,13.1,181836.28723911167,15482.244069096414,10.5,162563.56272551234,14414.503098813904,10.7,154235.18315730875
9390,City of Sault Ste. Marie,East Wastewater Treatment Plant,Sault Ste. Marie,ON,46.5053,-84.2572,operational,3557.0,Algoma,12547.464,12392.997,10326.361,9755.35,11807.155,9726.786,14969.033,thousand m3,41277.22225900892,16510.88890360357,23.297007517456223,384654.30290713685,16510.88890360357,16.56476336506208,273498.9676350224,21051.38335209455,28.665791204979133,603454.5597471162,25179.10557799544,25.490831230918577,641836.3308341623,28068.511136126068,30.976540342624027,869465.3675656009,33847.32225238731,12.5,423091.5281548414,35498.411142747675,9.8,347884.42919892725,35498.411142747675,9.9,351434.270313202,32609.00558461705,12.7,414134.37092463655,32196.23336202696,13.1,421770.6570425532,35911.18336533776,10.5,377067.4253360465,33434.55002979723,10.7,357749.68531883036
9562,Corporation of the Municipality of Leamington,LEAMINGTON POLLUTION CONTROL CENTRE,Leamington,ON,42.0359,-82.588,operational,3537.0,Essex,7361.591,6610.6050000000005,6503.04,6694.878,6974.618,7187.49,7551.737,thousand m3,20823.972169116154,8329.588867646462,25.118071805460016,209223.2112875042,8329.588867646462,18.735775602171174,156061.3078825672,10620.225806249238,31.98213377505348,339657.48245673836,12702.623023160853,28.831712432586105,366238.3741433213,14160.301074998986,40.45015574735481,572786.3839131448,17075.657178675247,12.5,213445.71473344057,17908.616065439892,9.8,175504.43744131096,17908.616065439892,9.9,177295.29904785493,16450.93801360176,12.7,208926.91277274236,16242.698291910601,13.1,212779.34762402886,18116.855787131055,10.5,190226.98576487607,16867.417456984087,10.7,180481.3667897297
9835,The Regional Municipality of York,Keswick WPCP,Keswick,ON,44.2327,-79.4614,operational,3519.0,York,4146.109,3563.514,3007.873,3284.462,3775.039,3576.9266,3583.0514000000003,thousand m3,9880.291465938588,3952.1165863754354,27.26488169906669,107753.99118844554,3952.1165863754354,21.426664207458494,84680.67500499358,5038.94864762868,36.03416363954963,181574.30013993918,6026.977794222538,32.97260993814632,198725.18791476925,6718.59819683824,54.100314188439086,363478.2733548291,8101.8390020696415,12.5,101272.98752587051,8497.050660707186,9.8,83271.09647493043,8497.050660707186,9.9,84120.80154100114,7805.430258091485,12.7,99128.96427776184,7706.627343432099,13.1,100956.8181989605,8595.853575366571,10.5,90256.462541349,8003.036087410257,10.7,85632.48613528974
9840,Corporation of the City of Cornwall,Cornwall Wastewater Treatment Plant,Cornwall,ON,45.0291,-74.6787,operational,3501.0,"Stormont, Dundas and Glengarry",16905.0,16074.049,15125.312,16403.788,19199.398,17661.124,18960.801,thousand m3,52284.552855607886,20913.821142243156,22.699025724599444,474723.36410744913,20913.821142243156,15.874713935456505,332000.9279304123,26665.12195636002,27.601829175248053,736006.1411766055,31893.57724192081,24.428942620534468,779126.3684064675,35553.495941813366,28.248433348482,1004330.5604178401,42873.33334159847,12.5,535916.6667699808,44964.715455822785,9.8,440654.21146706335,44964.715455822785,9.9,445150.6830126456,41304.796755930234,12.7,524570.918800314,40781.95122737415,13.1,534243.5610786013,45487.56098437886,10.5,477619.39033597807,42350.48781304239,10.7,453150.21959955356
9881,DEPARTMENT OF NATIONAL DEFENCE,Canadian Forces Base Borden,Borden,ON,44.3021,-79.8975,operational,3543.0,Simcoe,1257.673,1229.059,1032.001,1095.772,1244.648,1298.73,1165.596,thousand m3,3214.139828284951,1285.6559313139805,30.84971573207735,39662.12001029546,1285.6559313139805,26.22656794168942,33718.3426322421,1639.211312425325,43.12680099861864,70693.94006565148,1960.62529525382,40.35898385230686,79128.84463157329,2185.6150832337667,83.83101671003027,183222.33456426408,2635.5946591936595,12.5,32944.93323992074,2764.1602523250576,9.8,27088.770472785567,2764.1602523250576,9.9,27365.186498018073,2539.170464345111,12.7,32247.464897182912,2507.029066062262,13.1,32842.08076541563,2796.301650607907,10.5,29361.167331383025,2603.4532609108105,10.7,27856.94989174567
9914,City of Kawartha Lakes,Lindsay WPCP,Lindsay,ON,44.39,-78.7439,operational,3516.0,Kawartha Lakes,5513.755,5369.8150000000005,4738.452,3912.735,5114.483,4487.236,4090.357,thousand m3,11279.190513354666,4511.676205341867,26.870621920559405,121231.54554172544,4511.676205341867,20.921994898464273,94393.2665516852,5752.38716181088,35.278745900411806,202937.00500231708,6880.306213146346,32.19599515051047,221518.3054724868,7669.849549081174,51.37733801781643,394056.45282894035,9248.936220950825,12.5,115611.70276188532,9700.103841485012,9.8,95061.01764655313,9700.103841485012,9.9,96031.02803070162,8910.560505550187,12.7,113164.11842048737,8797.76860041664,13.1,115250.76866545799,9812.89574661856,10.5,103035.40533949489,9136.14431581728,10.7,97756.7441792449
9963,Town of Orangeville,Orangeville Water Pollution Control Plant,Orangeville,ON,43.9167,-80.0864,operational,3522.0,Dufferin,4242.403,4175.188,3738.123,3824.58,4554.443,4241.524,4146.94,thousand m3,11435.218565873589,4574.087426349436,26.830044881171872,122722.97093935931,4574.087426349436,20.87032033808465,95462.6698423179,5831.96146859553,35.20128296385624,205292.52589033783,6975.483325182889,32.11647530054103,224027.93792257208,7775.948624794041,51.102794419370085,397372.7039884334,9376.879224016342,12.5,117210.99030020427,9834.287966651285,9.8,96376.0220731826,9834.287966651285,9.9,97359.45086984773,9033.822667040136,12.7,114729.54787140973,8919.4704813814,13.1,116845.06330609634,9948.640152310023,10.5,104460.72159925524,9262.527038357608,10.7,99109.0393104264
9985,City of Peterborough,PTBO WASTE WATER TREATMENT PLANT,Peterborough,ON,44.2771,-78.3183,operational,3515.0,Peterborough,16078.606,16151.479,14382.516,13882.305,16220.221,14905.457,14955.655,thousand m3,41240.33232233893,16496.132928935574,23.299298943090267,384348.3325162252,16496.132928935574,16.56742951318972,273298.519540348,21032.569484392854,28.6698923635921,603001.503247315,25156.60271662675,25.494934056323356,641365.9273415239,28043.425979190473,30.98734385131668,868991.2835861223,33817.07250431792,12.5,422713.406303974,35466.68579721148,9.8,347573.52081267256,35466.68579721148,9.9,351120.1893923937,32579.862534647757,12.7,413764.2541900265,32167.459211424368,13.1,421393.7156696592,35879.089120434866,10.5,376730.4357645661,33404.669181094534,10.7,357429.9602377115
10338,County of Oxford,Woodstock Wastewater Treatment Plant,Woodstock,ON,43.1366,-80.7729,operational,3532.0,Oxford,8697.15,7383.676,6159.391,7413.814,8399.734,8362.058,8619.056,thousand m3,23767.112423016533,9506.844969206613,24.755453381715373,235346.25744238964,9506.844969206613,18.29520853061494,173929.71117986256,12121.227335738433,31.31276222587094,379549.10944970464,14497.938578040084,28.15374193464184,408171.2213104288,16161.636447651244,38.41750781369097,620889.7945096744,19489.032186873555,12.5,243612.90233591944,20439.716683794217,9.8,200309.22350118333,20439.716683794217,9.9,202353.19516956276,18776.018814183062,12.7,238455.43894012488,18538.347689952898,13.1,242852.35473838294,20677.387808024385,10.5,217112.57198425604,19251.361062643395,10.7,205989.5633702843
10411,The Corporation of the City of Kingston,CATARAQUI BAY WASTEWATER TREATMENT,Kingston,ON,44.2136,-76.5516,operational,3510.0,Frontenac,9731.098,9694.398,9547.449,9535.693,10965.0059,10571.383,10678.222,thousand m3,29445.278317245928,11778.111326898372,24.17890160089226,284781.7948174303,11778.111326898372,17.60314637287025,207331.81768335306,15017.091941795423,30.25764347419168,454381.81399400276,17961.619773520015,27.08875601992702,486557.93576758046,20022.78925572723,35.33815598734668,707568.4500206581,24145.128220141658,12.5,301814.1027517707,25322.939352831498,9.8,248164.8056577487,25322.939352831498,9.9,250697.09959303183,23261.769870624285,12.7,295424.4773569284,22967.317087451826,13.1,300871.8538456189,25617.392136003957,10.5,268982.6174280415,23850.675436969203,10.7,255202.22717557044
10555,City of St Thomas,Water Pollution Control Plant,St. Thomas,ON,42.7684,-81.2056,operational,3534.0,Elgin,6567.22,6229.2970000000005,5240.763,5643.019,5800.614,6355.738,6699.726000000001,thousand m3,18474.545361511387,7389.8181446045555,25.45101912363811,188078.40291853843,7389.8181446045555,19.143874693133338,141469.7525653527,9422.018134370808,32.60061597163621,307163.594876415,11269.472670521945,29.459719294135915,331995.50146651274,12562.690845827745,42.383442264111494,532450.0821460222,15149.127196439336,12.5,189364.0899554917,15888.109010899792,9.8,155703.468306818,15888.109010899792,9.9,157292.27920790794,14594.890835593997,12.7,185355.11361204376,14410.145381978882,13.1,188772.90450392335,16072.854464514907,10.5,168764.97187740653,14964.381742824226,10.7,160118.88464821922
10564,Regional Municipality of Waterloo,Kitchener Wastewater Treatment Plant,Kitchener,ON,43.4001,-80.4218,operational,3530.0,Waterloo,26554.947,27365.0822,25016.4918,23963.81,25133.8756,24898.4635,25060.7359,thousand m3,69105.16970058279,27642.067880233117,22.01314689581614,608488.9007516926,27642.067880233117,15.097367364222874,417322.4534946648,35243.636547297225,26.397081993820755,930329.1636994227,42154.1535173555,23.232716038931528,979355.4785302471,46991.5153963963,25.336748617132702,1190612.212736614,56666.23915447788,12.5,708327.9894309735,59430.445942501196,9.8,582418.3702365118,59430.445942501196,9.9,588361.4148307618,54593.0840634604,12.7,693332.1676059471,53902.03236645458,13.1,706116.624000555,60121.497639507026,10.5,631275.7252148237,55975.187457472064,10.7,598934.505794951
10565,Regional Municipality of Waterloo,Waterloo Wastewater Treatment Plant,Waterloo,ON,43.4867,-80.5061,operational,3530.0,Waterloo,18327.067,18056.9567,13314.65,15234.367,16276.525,15944.943,15048.19,thousand m3,41495.49828808551,16598.199315234204,23.28349560976729,386464.100886298,16598.199315234204,16.549045215102563,274684.3509570952,21162.70412692361,28.64161152747002,606133.9504741327,25312.25395573216,25.466643218144092,644618.1405376875,28216.93883589815,30.912889997826678,872267.126309523,34026.30859623012,12.5,425328.8574528765,35686.128527753535,9.8,349724.0595719847,35686.128527753535,9.9,353292.67242476,32781.443647587555,12.7,416324.33432436193,32366.4886647067,13.1,424001.00150765775,36101.083510634395,10.5,379061.37686166115,33611.35361334927,10.7,359641.4836628371
10566,Regional Municipality of Waterloo,Galt Wastewater Treatment Plant,Cambridge,ON,43.3386,-80.3161,operational,3530.0,Waterloo,9068.1833,9028.7576,7712.2299,6715.5193,8770.9162,9080.583,9469.1834,thousand m3,26111.34518930634,10444.538075722536,24.50061995678452,255897.65801744332,10444.538075722536,17.988040444309377,187876.7733282262,13316.786046546233,30.84501090215043,410756.41078732326,15927.920565476867,27.681053633880843,440901.62344915885,17755.71472872831,37.03365583906317,657559.0284403092,21411.303055231198,12.5,267641.28819039,22455.756862803453,9.8,220066.41725547385,22455.756862803453,9.9,222311.9929417542,20627.96269955201,12.7,261975.12628431048,20366.849247658945,13.1,266805.72514433216,22716.870314696516,10.5,238527.1383043134,21150.189603338134,10.7,226307.02875571803
10567,Regional Municipality of Waterloo,Preston Wastewater Treatment Plant,Cambridge,ON,43.3875,-80.3513,operational,3530.0,Waterloo,3423.518,3458.3789,3190.4152000000004,3285.6863000000003,3454.5992,3516.2187000000004,3617.3,thousand m3,9974.732240720758,3989.8928962883033,27.236365509508655,108670.18126710034,3989.8928962883033,21.390005454276054,85343.83081358409,5087.113442767586,35.97935786067448,183031.0750351828,6084.586666839662,32.91619729463822,200281.45518201948,6782.817923690116,53.89996785206082,365593.6680332792,8179.28043739102,12.5,102241.00546738776,8578.269727019851,9.8,84067.04332479455,8578.269727019851,9.9,84924.87029749653,7880.038470169399,12.7,100076.48857115136,7780.291147762191,13.1,101921.8140356847,8678.017049427059,10.5,91119.17901898411,8079.533114983814,10.7,86451.0043303268
10568,City of Stratford,STRATFORD WASTE WATER TREATMENT PLANT,Stratford,ON,43.3694,-81.0061,operational,3531.0,Perth,5356.987,7016.344,5957.254,5952.818,6945.1990000000005,6752.536,6957.5092,thousand m3,19185.384494609596,7674.153797843839,25.345539212629024,194505.56600699696,7674.153797843839,19.01421622753981,145918.01967559857,9784.546092250894,32.40427627737494,317061.1348220073,11703.084541711853,29.260193228398347,342434.51505877054,13046.061456334526,41.76394300433474,544854.9670934035,15732.015285579868,12.5,196650.19106974834,16499.430665364252,9.8,161694.4205205697,16499.430665364252,9.9,163344.3635871061,15156.45375074158,12.7,192486.96263441807,14964.599905795485,13.1,196036.25876592085,16691.28451031035,10.5,175258.4873582587,15540.161440633774,10.7,166279.72741478137
10684,The Corporation of the City of Kingston,Ravensview Wastewater Treatment,Kingston,ON,44.2417,-76.4207,operational,3510.0,Frontenac,21547.599,22234.975,19372.715,20567.793,28503.425,22308.634,27883.374,thousand m3,76888.6157127899,30755.446285115962,21.75622122472042,669122.2932439886,30755.446285115962,14.810098675236247,455491.1942834955,39213.19401352285,25.95013853881501,1017587.8172003494,46902.05558480184,22.790650100076636,1068928.337807564,52284.25868469714,24.303778355195732,1270705.0345385969,63048.66488448772,12.5,788108.3110560965,66124.20951299932,9.8,648017.2532273934,66124.20951299932,9.9,654629.6741786933,60742.00641310403,12.7,771423.4814464211,59973.12025597613,13.1,785647.8753532873,66893.09567012722,10.5,702377.5045363358,62279.77872735983,10.7,666393.6323827502
11004,DEPARTMENT OF NATIONAL DEFENCE,8 Wing Trenton Environmental Management,Astra,ON,44.1041,-77.5432,operational,3512.0,Hastings,826.625,964.626,773.2660000000001,755.8100000000001,876.164,820.5450000000001,951.444,thousand m3,2623.6140607746993,1049.4456243098798,31.54636299908828,33106.19261228429,1049.4456243098798,27.202644673439412,28547.69642219745,1338.0431709950967,44.550605958334906,59610.63406624349,1600.4045770725666,41.86102808252772,66994.5809442406,1784.0575613267956,90.73796015972212,161881.7439223218,2151.3635298352533,12.5,26892.044122940668,2256.308092266241,9.8,22111.819304209166,2256.308092266241,9.9,22337.45011343579,2072.6551080120125,12.7,26322.719871752557,2046.4189674042655,13.1,26808.088472995878,2282.544232873988,10.5,23966.714445176876,2125.1273892275067,10.7,22738.86306473432
11104,Norfolk County Public Works & Environmental Services,Simcoe Sewage Treatment Plant,Simcoe,ON,42.8285,-80.2959,operational,3528.0,Haldimand-Norfolk,2661.375,2636.951,2409.423,2323.411,2445.422,2737.098,2627.407,thousand m3,7245.09477024173,2898.0379080966923,28.211322333132507,81757.48155895283,2898.0379080966923,22.65714515152524,65661.26553836932,3694.9983328232825,37.86784197884028,139921.61297943036,4419.507809847455,34.86614631936763,154091.20595772934,4926.664443764376,61.05803235536927,300812.43701141264,5940.977711598218,12.5,74262.22139497772,6230.781502407887,9.8,61061.6587235973,6230.781502407887,9.9,61684.73687383808,5723.624868490967,12.7,72690.03582983528,5651.173920788549,13.1,74030.37836233,6303.232450110305,10.5,66183.9407261582,5868.526763895801,10.7,62793.23637368507
11122,The Regional Municipality of Halton,Georgetown Wastewater Treatment Plant,Halton Hills,ON,43.6404,-79.8788,operational,3524.0,Halton,6468.71,6391.984,6071.064,5845.51,6088.015,5941.1900000000005,6062.676,thousand m3,16717.875145065096,6687.150058026039,25.732286155747072,172075.65885954667,6687.150058026039,19.491287422566533,130341.163818818,8526.116323983199,33.1259723537999,282435.8936335495,10197.903838489709,29.994338416563746,305879.3788712348,11368.155098644265,44.067597296377414,500967.2808898151,13708.657618953379,12.5,171358.22023691723,14377.372624755983,9.8,140898.25172260863,14377.372624755983,9.9,142335.98898508423,13207.121364601426,12.7,167730.4413304381,13039.942613150775,13.1,170823.24823227516,14544.551376206633,10.5,152717.78945016966,13541.478867502728,10.7,144893.8238822792
