,index,Physical Address,latitude,longitude,NURSERY_PI,FINISHERS,SOWS,BOARS,Animal Units
525,1258,4301 N 500 W,40.533191,-86.236616,0.0,5200.0,0.0,0.0,572.057205720572
526,1259,6285 N CR 1025 W,40.527496,-85.177262,0.0,8000.0,0.0,0.0,880.0880088008801
527,1260,5309 N CR 650 E,40.517946,-84.857242,0.0,4800.0,0.0,0.0,528.0528052805281
528,1262,3500 N CR 100 E,40.875687,-85.782709,0.0,4400.0,0.0,0.0,484.04840484048407
529,1263,805 S CR 825 W,40.421664,-85.1360171,0.0,4400.0,0.0,0.0,484.04840484048407
530,1271,SR 218 & CR 800 W,40.66092908,-85.60055494,0.0,4620.0,0.0,0.0,508.25082508250824
531,1272,SR 29 & CR 700 S,40.446298,-86.384534,0.0,4400.0,0.0,0.0,484.04840484048407
532,1273,CR 100 S & CR 200 W,40.82050877,-85.48886022,500.0,3895.0,0.0,0.0,483.4983498349835
533,1275,CR 300 S & CR 600 W,39.295945,-85.590347,0.0,4000.0,0.0,0.0,440.04400440044003
534,1276,8670 W CR 900 S,38.85305463,-85.76906439,0.0,4000.0,0.0,0.0,440.04400440044003
535,1277,3254 E CR 900 N,40.294237,-84.914777,5000.0,0.0,0.0,0.0,550.05500550055
536,1278,5000 S Strawtown Rd,40.68564,-86.062587,0.0,4000.0,0.0,0.0,440.04400440044003
537,1279,CR 700 W & CR 800 S,40.631809,-85.352943,0.0,4400.0,0.0,0.0,484.04840484048407
538,1280,9491 W Division Rd,40.434096,-85.15966,0.0,8800.0,0.0,0.0,968.0968096809681
539,1281,4280 S CR 200 W,40.544816,-87.359977,0.0,7000.0,0.0,0.0,770.0770077007701
540,1292,5062 W Base Rd,39.33573158,-85.57717529,0.0,3499.0,0.0,0.0,384.9284928492849
541,1293,CR 400 E & CR 400 N,38.619261,-86.382961,0.0,9600.0,0.0,0.0,1056.1056105610562
542,1294,7998 N CR 150 E,40.27973216,-84.94800438,0.0,4000.0,0.0,0.0,440.04400440044003
543,1303,11459 S CR 800 W 35,40.66061981,-85.6005764,0.0,4620.0,0.0,0.0,508.25082508250824
544,1304,10390 S Meridian Rd,40.67697661,-85.4494071,0.0,4620.0,0.0,0.0,508.25082508250824
545,1305,10394 S Meridian Rd,40.67697661,-85.4494071,0.0,4620.0,0.0,0.0,508.25082508250824
546,1311,2154 W CR 1075 N,40.92626487,-86.12057626,0.0,4620.0,0.0,0.0,508.25082508250824
547,1312,CR 700 W & CR 700 N,40.843749,-85.072503,13860.0,13860.0,0.0,0.0,3049.5049504950493
548,1313,5499 S CR 600 W,40.526392,-87.435336,536.0,2304.0,10624.0,0.0,4291.457460352777
549,1315,CR 700 W & CR 800 S,40.31629412,-85.11259266,4400.0,0.0,0.0,0.0,484.04840484048407
550,1316,CR 700 W & CR 800 S,40.31536774,-85.1125669,4400.0,0.0,0.0,0.0,484.04840484048407
551,1317,4265 W CR 100 S,40.997842,-87.128479,760.0,1540.0,280.0,8.0,360.8904710695789
552,1319,11934 E CR 1000 N,39.932434,-85.578751,5800.0,200.0,86.0,0.0,692.2757444283754
553,1321,6931 Willow Grove Rd,39.731664,-85.034355,0.0,8800.0,0.0,0.0,968.0968096809681
554,1322,11559 W CR 1200 S,40.56696322,-85.44119446,0.0,4600.0,0.0,0.0,506.0506050605061
555,1323,Center Rd & CR 75 E,39.08453,-87.390613,800.0,3400.0,784.0,0.0,755.6791634219602
556,1331,9501 W SR 28,40.280365,-87.083272,0.0,8800.0,0.0,0.0,968.0968096809681
557,1332,675 E CR 450 N,40.612351,-86.513005,0.0,4400.0,0.0,0.0,484.04840484048407
558,1337,6375 S CR 300 W,40.964302,-86.298322,0.0,8000.0,0.0,0.0,880.0880088008801
559,1338,3366 W CR 400 N,40.88311001,-85.85702473,0.0,13860.0,0.0,0.0,1524.7524752475247
560,1339,CR 100 S & CR 500 W,38.86344331,-86.14517878,0.0,8800.0,0.0,0.0,968.0968096809681
561,1341,CR 700 N & CR 800 E,40.847437,-86.716519,0.0,4000.0,0.0,0.0,440.04400440044003
562,1342,CR 700 N & CR 800 E,40.847435,-86.716388,0.0,4000.0,0.0,0.0,440.04400440044003
563,1343,2788 W CR 900 S,41.10119967,-85.88877439,0.0,4620.0,0.0,0.0,508.25082508250824
564,1344,2790 W CR 900 S,41.10119967,-85.88877439,0.0,4620.0,0.0,0.0,508.25082508250824
565,1349,10357 W US Hwy 421,40.61991387,-86.72671795,0.0,8000.0,0.0,0.0,880.0880088008801
566,1350,10357 W US Hwy 421,40.61981615,-86.72506571,0.0,4000.0,0.0,0.0,440.04400440044003
567,1351,SR 11 & Pumping Station Rd SE,38.08248687,-86.03608131,0.0,4400.0,0.0,0.0,484.04840484048407
568,1354,8494 W CR 600 N,40.638741,-85.83603,0.0,5300.0,0.0,0.0,583.0583058305831
569,1357,6616 N CR 500 W,40.257699,-85.073911,0.0,8800.0,0.0,0.0,968.0968096809681
570,1361,7281 E CR 700 S,39.82656,-85.247999,0.0,8800.0,0.0,0.0,968.0968096809681
571,1362,9006 N CR 200 W,40.062037,-85.422588,0.0,8800.0,0.0,0.0,968.0968096809681
572,1363,15124 Dare Rd,39.51815164,-84.89156034,480.0,1050.0,428.0,0.0,328.6164571513331
573,1364,2271 W SR 16,40.912924,-85.836265,9400.0,0.0,0.0,0.0,1034.103410341034
574,1368,8396 W CR 400 S,40.489477,-86.683133,0.0,0.0,2087.0,0.0,781.6479400749064
575,1371,4738 W CR 800 N,40.94270939,-85.88505317,0.0,4400.0,0.0,0.0,484.04840484048407
576,1372,CR 600 E & CR 1200 S,40.380216,-85.559655,0.0,4000.0,0.0,0.0,440.04400440044003
577,1374,SR 1 & CR 900 S,40.30730996,-85.15809093,0.0,4000.0,0.0,0.0,440.04400440044003
578,1375,7561 N CR 200 W,40.26907571,-85.01680703,0.0,2000.0,5600.0,0.0,2317.400279353778
579,1378,12380 S CR 400 E,40.587316,-86.00067,0.0,9240.0,0.0,0.0,1016.5016501650165
580,1380,1671 S CR 400 W 1,40.71851,-85.013364,6000.0,0.0,0.0,0.0,660.0660066006601
581,1382,5524 E CR 500 S,40.6732987,-84.8294949,0.0,8800.0,0.0,0.0,968.0968096809681
582,1383,4980 N CR 150 E,40.51121,-85.009619,0.0,5280.0,0.0,0.0,580.8580858085809
583,1384,Cedar Rd & Shively Rd,41.50060672,-86.09826565,0.0,6000.0,0.0,0.0,660.0660066006601
584,1391,5255 W CR 800 S,40.62522334,-85.32205582,0.0,4620.0,0.0,0.0,508.25082508250824
585,1393,SR 29 & CR 700 S,40.44626122,-86.39622688,0.0,9240.0,0.0,0.0,1016.5016501650165
586,1398,1618 W CR 350 N,38.47546,-87.308859,0.0,3300.0,0.0,0.0,363.036303630363
587,1399,11411A N CR 450 E,40.931199,-85.987338,0.0,4620.0,0.0,0.0,508.25082508250824
588,1400,11411B N CR 450 E,40.931199,-85.987338,0.0,4620.0,0.0,0.0,508.25082508250824
589,1401,5480 15th Rd,41.25942,-86.163658,0.0,8000.0,0.0,0.0,880.0880088008801
590,1402,13200 N CR 300 W,41.421734,-85.903619,0.0,5054.0,0.0,0.0,555.995599559956
591,1403,CR 300 E & CR 500 S,40.372865,-84.919869,4000.0,0.0,0.0,0.0,440.04400440044003
592,1405,779 E Smithson Rd,40.714509,-86.858161,0.0,8000.0,0.0,0.0,880.0880088008801
593,1407,CR 200 W & CR 300 S,40.24265091,-86.55921486,0.0,5900.0,0.0,0.0,649.064906490649
594,1408,6432 N CR 225 E,39.4308447,-85.42666109,0.0,4000.0,0.0,0.0,440.04400440044003
595,1411,CR 350 E & CR 500 N,40.516075,-84.913346,900.0,2100.0,0.0,0.0,330.03300330033005
596,1416,3900 W US Hwy 36,40.048495,-85.053503,430.0,1470.0,5842.0,0.0,2397.0358833636174
597,1417,9586 S CR 560 W,40.024444,-85.077286,430.0,1470.0,5842.0,0.0,2397.0358833636174
598,1420,2847 S CR 600 W,40.710329,-86.985467,0.0,12000.0,0.0,0.0,1320.1320132013202
599,1421,421 W CR 700 S,40.061181,-84.981199,0.0,8800.0,0.0,0.0,968.0968096809681
600,1422,3600 W CR 500 N,40.23878161,-85.0443317,0.0,4400.0,0.0,0.0,484.04840484048407
601,1423,CR 450 S & CR 1075 E,40.700104,-86.170963,720.0,4080.0,0.0,0.0,528.0528052805281
602,1426,9321 N CR 200 W,40.887568,-86.911733,0.0,4620.0,0.0,0.0,508.25082508250824
603,1427,9325 N CR 200 W,40.887568,-86.911733,0.0,4620.0,0.0,0.0,508.25082508250824
604,1428,7500 N CR 600 W,40.26488926,-85.07876873,0.0,8800.0,0.0,0.0,968.0968096809681
605,1429,7554 E CR 600 N,40.638912,-85.530155,0.0,4400.0,0.0,0.0,484.04840484048407
606,1430,5255 W CR 800 S,40.62522334,-85.32205582,0.0,4620.0,0.0,0.0,508.25082508250824
607,1433,3527 N CR 925 E,40.810927,-86.200475,0.0,8000.0,0.0,0.0,880.0880088008801
608,1436,4217 N CR 700 W,41.293216,-85.983284,0.0,4400.0,0.0,0.0,484.04840484048407
609,1437,705 E CR 350 S,40.69980332,-86.8575361,0.0,9240.0,0.0,0.0,1016.5016501650165
610,1438,1042 W CR 500 S,40.092265,-84.997055,0.0,8800.0,0.0,0.0,968.0968096809681
611,1439,7651 S CR 750 W,40.726646,-85.931155,0.0,5280.0,0.0,0.0,580.8580858085809
612,1440,3136 S State Line Rd,41.06427,-84.803336,5280.0,5280.0,0.0,0.0,1161.7161716171618
613,1441,SR 75 & CR 600 S,40.458802,-86.521423,0.0,11000.0,0.0,0.0,1210.1210121012102
614,1443,9670 W CR 1200 S 35,40.653239,-85.631731,0.0,8000.0,0.0,0.0,880.0880088008801
615,1444,11411N CR 450E,40.797498,-85.508032,0.0,8640.0,0.0,0.0,950.4950495049505
616,1445,5420 N CR 550 W,41.242453,-85.593629,0.0,4320.0,0.0,0.0,475.2475247524753
617,1446,505 N SR 167,40.44176,-85.197536,0.0,12000.0,0.0,0.0,1320.1320132013202
618,1449,CR 100 S & CR 600 W,41.034756,-86.356607,0.0,0.0,2500.0,30.0,947.5655430711611
619,1450,7150 US Hwy 421,40.651716,-86.73420691,8800.0,0.0,0.0,0.0,968.0968096809681
620,1451,1819 N CR 230 W,40.311365,-86.547532,0.0,6000.0,0.0,0.0,660.0660066006601
621,1452,9452 E SR 16,40.88353,-86.687663,0.0,6600.0,0.0,0.0,726.072607260726
622,1453,8347 E CR 600 N,40.84018866,-86.70919344,0.0,4620.0,0.0,0.0,508.25082508250824
623,1457,5164 W CR 750 N,39.442428,-85.572693,0.0,4000.0,0.0,0.0,440.04400440044003
624,1461,CR 50 N & CR 750 W,39.342457,-85.621463,0.0,4000.0,0.0,0.0,440.04400440044003
625,1462,CR 300 N & CR 700 W,39.379578,-85.616298,0.0,4000.0,0.0,0.0,440.04400440044003
626,1469,3766 N CR 200 E,40.501135,-85.332093,0.0,8800.0,0.0,0.0,968.0968096809681
627,1471,8070 E CR 800 N,41.759879,-85.272501,0.0,6000.0,0.0,0.0,660.0660066006601
628,1472,8070 E CR 800 N,41.759879,-85.272501,0.0,6000.0,0.0,0.0,660.0660066006601
629,1476,650 E CR 500 N,39.052668,-85.490842,0.0,4000.0,0.0,0.0,440.04400440044003
630,1477,2640 E CR 900 N,40.295011,-84.926133,0.0,6000.0,0.0,0.0,660.0660066006601
631,1478,CR 500 E & CR 1100 S,41.447242,-86.609863,0.0,8800.0,0.0,0.0,968.0968096809681
632,1479,CR 200 S & CR 400 E,40.520202,-86.449174,0.0,8800.0,0.0,0.0,968.0968096809681
633,1481,CR 325 N & CR 1400 E,40.79420325,-86.600489,0.0,4400.0,0.0,0.0,484.04840484048407
634,1482,CR 400 N & CR 1150 E,40.809207,-86.648524,0.0,4000.0,0.0,0.0,440.04400440044003
635,1483,1669 W CR 700 S,39.826456,-85.417927,0.0,17600.0,0.0,0.0,1936.1936193619363
636,1484,11655 E CR 1100 N,39.94537916,-85.58334795,0.0,8800.0,0.0,0.0,968.0968096809681
637,1485,CR 400 W & CR 950 N,40.457626,-87.396884,0.0,9240.0,0.0,0.0,1016.5016501650165
638,1491,7524 N CR 300 E,40.9356,-85.740993,0.0,4400.0,0.0,0.0,484.04840484048407
639,1497,3138 E CR 150 S,40.52523065,-86.46137554,0.0,4500.0,0.0,0.0,495.0495049504951
640,1499,5454 Rogers Campground Rd SE,38.10368722,-86.03212061,0.0,4400.0,0.0,0.0,484.04840484048407
641,1501,1062 S CR 1000 E,40.14787749,-85.16821666,1350.0,3600.0,0.0,0.0,544.5544554455446
642,1505,1684 S Shoop Rd,40.728065,-86.914919,0.0,9600.0,0.0,0.0,1056.1056105610562
643,1506,202 N CR 625 E,40.167561,-84.858016,0.0,9750.0,0.0,0.0,1072.6072607260726
644,1510,3327 W CR 100 S,40.736525,-86.934876,0.0,9240.0,0.0,0.0,1016.5016501650165
645,1511,2216 E Smithson Rd,40.707271,-86.831256,0.0,9240.0,0.0,0.0,1016.5016501650165
646,1512,5653 S CR 750 E,40.660516,-85.079011,0.0,8800.0,0.0,0.0,968.0968096809681
647,1513,CR 300 N & CR 800 E,40.779427,-85.071735,8800.0,8800.0,0.0,0.0,1936.1936193619363
648,1514,SR 124 & CR 300 E,40.747027,-85.391911,0.0,8800.0,0.0,0.0,968.0968096809681
649,1515,6500 W Terre Haute Rd,39.125879,-87.059306,2500.0,1800.0,6688.0,4.0,2979.414345928975
650,1516,4473 E SR 16,40.912933,-85.992166,0.0,4800.0,0.0,0.0,528.0528052805281
651,1518,7410 W CR 900 S,40.307625,-85.120181,0.0,1200.0,2800.0,0.0,1180.702339896911
652,1519,5813 S CR 1100 E,40.522494,-87.113053,0.0,4620.0,0.0,0.0,508.25082508250824
653,1521,5605 E CR 100 S,40.426039,-84.870802,4000.0,0.0,0.0,0.0,440.04400440044003
654,1522,1590 S CR 1000 W,40.140483,-85.173204,0.0,8800.0,0.0,0.0,968.0968096809681
655,1524,9276 S SR 227,40.02742544,-84.83217975,0.0,8800.0,0.0,0.0,968.0968096809681
656,1525,10387 E CR 450 S,40.700165,-86.177957,0.0,4800.0,0.0,0.0,528.0528052805281
657,1530,4584 W US Hwy 24,40.750116,-86.957785,0.0,4000.0,0.0,0.0,440.04400440044003
658,1535,3624 W CR 1500 N,40.982305,-86.141452,0.0,4400.0,0.0,0.0,484.04840484048407
659,1536,12071 E CR 300 S,41.012719,-86.018515,0.0,4400.0,0.0,0.0,484.04840484048407
660,1539,5096 N CR 1100 E,40.82591583,-86.65754143,1600.0,6400.0,0.0,0.0,880.0880088008801
661,1541,CR 17 & CR 44,41.507838,-85.88091,2093.0,1407.0,0.0,0.0,385.03850385038504
662,1545,SR 1 & SR 26,40.45090905,-85.16439649,0.0,8000.0,0.0,0.0,880.0880088008801
663,1547,Bloomingport Rd & CR 300 S,40.121184,-84.990867,0.0,8800.0,0.0,0.0,968.0968096809681
664,1548,CR 200 N & CR 600 E,41.325039,-86.582233,4400.0,8800.0,0.0,0.0,1452.145214521452
665,1549,9006 N CR 200 W,40.054749,-85.422562,0.0,8800.0,0.0,0.0,968.0968096809681
666,1551,CR 200 N & CR 1100 W,40.472064,-85.188345,0.0,8800.0,0.0,0.0,968.0968096809681
667,1552,107 N West Washington School Rd,38.601786,-86.232943,0.0,4400.0,0.0,0.0,484.04840484048407
668,1553,6479 W CR 200 S,40.257709,-86.627699,4400.0,6390.0,0.0,0.0,1187.018701870187
669,1555,4249 N CR 450 W,40.348114,-86.589726,0.0,15400.0,0.0,0.0,1694.1694169416942
670,1556,5008 E SR 42,39.99619,-86.762087,0.0,7800.0,0.0,0.0,858.085808580858
671,1558,6600 E CR 600 N,40.85257902,-85.95046156,0.0,8800.0,0.0,0.0,968.0968096809681
672,1559,CR 300 S & CR 500 E,41.599074,-85.333722,0.0,4400.0,0.0,0.0,484.04840484048407
673,1561,CR 50 N & CR 800 E,40.447654,-84.819711,4000.0,0.0,0.0,0.0,440.04400440044003
674,1564,6731 N CR 1200 W,40.261667,-85.204106,0.0,5000.0,0.0,0.0,550.05500550055
675,1565,18110 Hamm Rd,41.188763,-84.912214,0.0,4800.0,0.0,0.0,528.0528052805281
676,1566,CR 200 N & CR 600 E,40.575787,-86.424944,2640.0,14960.0,0.0,0.0,1936.1936193619363
677,1567,13897 E CR 800 S,38.539707,-86.913829,0.0,20000.0,0.0,0.0,2200.2200220022
678,1568,6345 S CR 400 E,38.563215,-87.092879,1015.0,5000.0,0.0,0.0,661.7161716171618
679,1569,3562 W SR 16,40.91322475,-85.8581245,0.0,4400.0,0.0,0.0,484.04840484048407
680,1570,6499 N CR 200 W,40.920062,-85.823732,0.0,9200.0,0.0,0.0,1012.1012101210122
681,1577,402 W CR 100 N,40.765525,-86.878048,0.0,0.0,990.0,4.0,372.28464419475654
682,1581,2224 S CR 700 W,40.4021557,-85.11366237,0.0,8000.0,0.0,0.0,880.0880088008801
683,1582,8421 S CR 450 E,40.623992,-84.848155,0.0,5000.0,0.0,0.0,550.05500550055
684,1583,5390 W CR 500 S,40.984361,-86.709917,0.0,4000.0,0.0,0.0,440.04400440044003
685,1584,7463 W CR 1500 N,40.32103988,-85.80659586,0.0,8000.0,0.0,0.0,880.0880088008801
686,1585,1162 E CR 300 S,39.742858,-85.779913,2400.0,1600.0,1580.0,0.0,1031.804304025908
687,1586,SR 1 & CR 200 S,40.4000979,-85.1393222,0.0,8800.0,0.0,0.0,968.0968096809681
688,1587,2991 S 400 W,40.3947866,-85.0567575,0.0,8000.0,0.0,0.0,880.0880088008801
689,1588,9564 W SR 26,40.451033,-85.162869,0.0,4400.0,0.0,0.0,484.04840484048407
690,1592,3572 S CR 400 W,40.38673,-85.0567,0.0,4400.0,0.0,0.0,484.04840484048407
691,1594,648 S CR 300 E,40.431376,-84.920846,0.0,8800.0,0.0,0.0,968.0968096809681
692,1601,9700 W SR 244,39.49734,-85.625542,6000.0,5000.0,0.0,0.0,1210.1210121012102
693,1602,1750 B CR 550 S,40.466135,-86.557895,0.0,5000.0,0.0,0.0,550.05500550055
694,1603,1750 A CR 550 S,40.466135,-86.557895,0.0,5000.0,0.0,0.0,550.05500550055
695,1604,7810 E CR 900 S,40.628863,-86.223697,4400.0,4400.0,0.0,0.0,968.0968096809681
696,1606,CR 880 W & CR 1200 S,40.842445,-87.219005,3272.0,1647.0,5762.0,15.0,2704.8145263964598
697,1607,11044 CR 500 W,41.391244,-85.939246,2640.0,2640.0,0.0,0.0,580.8580858085809
698,1608,7445 CR 300 W,41.533188,-85.480125,2200.0,2200.0,0.0,0.0,484.04840484048407
699,1609,2149 W CR 400 N,41.06952,-87.084941,3360.0,712.0,888.0,16.0,786.5415755058652
700,1611,11406 W CR 150 S,40.421113,-85.187894,0.0,8800.0,0.0,0.0,968.0968096809681
701,1612,Price Rd & Orn Rd,41.380949,-85.883479,0.0,4000.0,0.0,0.0,440.04400440044003
702,1613,CR 200 S & CR 500 E,40.416516,-84.882323,0.0,4800.0,0.0,0.0,528.0528052805281
703,1614,CR 300 W & CR 900 N,40.868916,-85.004426,0.0,4800.0,0.0,0.0,528.0528052805281
704,1615,CR 300 W & CR 500 S,40.213617,-86.558564,0.0,10000.0,0.0,0.0,1100.1100110011
705,1621,CR 400 E & CR 640 N,39.44534,-85.406011,0.0,4000.0,0.0,0.0,440.04400440044003
706,1625,2265 E Chalmers Rd,40.665931,-86.827164,0.0,9600.0,0.0,0.0,1056.1056105610562
707,1626,11189 W CR 750 N,41.165131,-86.817895,0.0,7040.0,0.0,0.0,774.4774477447745
708,1627,1502 W CR 300 N,38.920782,-86.066856,0.0,8800.0,0.0,0.0,968.0968096809681
709,1628,CR 650 N & CR 900 W,40.641659,-86.696229,4400.0,8800.0,0.0,0.0,1452.145214521452
710,1629,4696 S CR 600 E,40.679594,-84.821416,0.0,4800.0,0.0,0.0,528.0528052805281
711,1630,SR 15 & CR 500 N,40.627936,-85.702963,0.0,9240.0,0.0,0.0,1016.5016501650165
712,1631,E County Line Rd & CR 300 E,40.221809,-86.84728,0.0,9600.0,0.0,0.0,1056.1056105610562
713,1632,CR 350 E & CR 900 N,40.206202,-86.838083,0.0,9600.0,0.0,0.0,1056.1056105610562
714,1634,29732 CR 30,41.592869,-86.035985,2200.0,2200.0,0.0,0.0,484.04840484048407
715,1635,SR19 & CR 36,41.567286,-86.005651,4400.0,4400.0,0.0,0.0,968.0968096809681
716,1636,CR 300 N & CR 300 E,40.48328,-84.930148,0.0,5000.0,0.0,0.0,550.05500550055
717,1637,6762 N CR 725 E,39.885195,-85.667572,5000.0,5000.0,0.0,0.0,1100.1100110011
718,1638,7251 Snowden Rd,39.528423,-84.942355,900.0,0.0,3723.0,0.0,1493.3919234620091
719,1640,2450 W CR 550 N,40.38347526,-86.06001065,1100.0,6900.0,1055.0,10.0,1278.9644132952621
720,1643,5675 W CR 600 N,40.490293,-87.015129,600.0,2300.0,1000.0,50.0,712.2903301566112
721,1644,6607 E CR 600 S,40.352988,-84.850375,3920.0,0.0,0.0,0.0,431.24312431243123
722,1645,CR 200 S & CR 1000 W,40.721174,-87.060028,0.0,4800.0,0.0,0.0,528.0528052805281
723,1646,CR 200 S & CR 1000 W,40.721174,-87.060028,0.0,4800.0,0.0,0.0,528.0528052805281
724,1647,10142 S CR 350 E,39.376782,-85.71273,0.0,4400.0,0.0,0.0,484.04840484048407
725,1648,SR 15 & CR 700 N,40.930721,-85.889875,0.0,9600.0,0.0,0.0,1056.1056105610562
726,1649,5645 N CR 500 E,39.411252,-85.385475,0.0,8000.0,0.0,0.0,880.0880088008801
727,1652,CR 300 S & CR 700 W,40.403318,-85.113547,0.0,8000.0,0.0,0.0,880.0880088008801
728,1654,CR 300 S & CR 1100 W,40.124623,-85.184552,0.0,8800.0,0.0,0.0,968.0968096809681
729,1656,CR 200 E & CR 800 N,40.935203,-85.759535,0.0,5000.0,0.0,0.0,550.05500550055
730,1657,CR 200 N & CR 500 W,40.772456,-85.03823,0.0,8800.0,0.0,0.0,968.0968096809681
731,1658,CR 700 E & CR 1150 S,40.598914,-86.244045,4400.0,8800.0,0.0,0.0,1452.145214521452
732,1659,7723 N CR 800 W,40.429189,-87.469602,9400.0,9400.0,0.0,0.0,2068.206820682068
733,1661,Knox Rd & CR 100 S,40.421824,-85.170036,0.0,8800.0,0.0,0.0,968.0968096809681
734,1662,1776 S CR 1050 E,38.855638,-85.841555,0.0,4400.0,0.0,0.0,484.04840484048407
735,1664,8356 N CR 800 E,40.953687,-85.644658,0.0,5000.0,0.0,0.0,550.05500550055
736,1668,Division Rd & CR 975 W,40.312679,-86.198128,4000.0,4000.0,0.0,0.0,880.0880088008801
737,1670,1196 W CR 300 S,40.785432,-85.473174,800.0,2150.0,210.0,0.0,403.18413863858297
738,1671,8935 W CR 525 N,39.60006422,-85.95063014,880.0,1500.0,500.0,0.0,449.0921002212581
739,1673,5378 E CR 1400 N,40.97174675,-85.97655675,0.0,4400.0,0.0,0.0,484.04840484048407
740,1674,6528 W CR 100 N,40.764415,-86.99652,1250.0,1800.0,0.0,0.0,335.5335533553355
741,1675,5418 W CR 100 S,40.726908,-85.324433,0.0,0.0,1000.0,0.0,374.53183520599254
742,1681,4305 N CR 225 W,38.938997,-86.075178,4400.0,0.0,0.0,0.0,484.04840484048407
743,1682,617 W CR 400 N,40.493192,-84.99414,0.0,8800.0,0.0,0.0,968.0968096809681
744,1683,3875 S CR 900 W,41.594551,-85.59841,0.0,0.0,1394.0,0.0,522.0973782771536
745,1684,9800 S Meridian Rd,41.02185,-85.489916,0.0,4620.0,0.0,0.0,508.25082508250824
746,1686,828 Hamilton Rd,40.949035,-85.146632,0.0,9240.0,0.0,0.0,1016.5016501650165
747,1688,2339 W CR 500 S,40.692363,-86.115958,0.0,1000.0,1484.0,0.0,665.8162445458029
748,1691,Division Rd & CR 975 W,40.312687,-86.198117,4000.0,4000.0,0.0,0.0,880.0880088008801
749,1695,10781 N CR 700 E,39.765504,-85.320446,0.0,4000.0,0.0,0.0,440.04400440044003
750,1698,5374 N CR 650 W,39.688036,-85.567721,0.0,4000.0,0.0,0.0,440.04400440044003
751,1701,1518 E CR 900 S,40.611075,-85.192464,0.0,9240.0,0.0,0.0,1016.5016501650165
752,1702,9975 N CR 150 E,40.692276,-86.49365,0.0,4620.0,0.0,0.0,508.25082508250824
753,1703,6903 S SR 227,39.726185,-84.844365,0.0,8800.0,0.0,0.0,968.0968096809681
754,1704,9471 N CR 300 E,40.301561,-84.914113,0.0,4620.0,0.0,0.0,508.25082508250824
755,1705,8356 N CR 800 E,40.953687,-85.644658,0.0,5000.0,0.0,0.0,550.05500550055
756,1708,CR 450 W & CR 700 N,40.264984,-85.070707,0.0,4400.0,0.0,0.0,484.04840484048407
757,1710,CR 300 E & CR 475 N,40.826794,-86.318838,8800.0,8800.0,0.0,0.0,1936.1936193619363
758,1711,CR 200 E & CR 300 N,41.351206,-86.659306,0.0,17600.0,0.0,0.0,1936.1936193619363
759,1712,CR 600 E & CR 1200 S,40.586507,-85.957894,0.0,6600.0,0.0,0.0,726.072607260726
760,1713,CR 200 E & CR 475 N,40.822034,-86.828323,0.0,4400.0,0.0,0.0,484.04840484048407
761,1714,2326 N CR 1000 E,40.322059,-86.318959,2600.0,4600.0,0.0,0.0,792.0792079207921
762,1716,5001 E CR 250 N,39.6484595,-85.34977072,0.0,7600.0,0.0,0.0,836.0836083608361
763,1718,7017 CR 68,41.28439103,-84.85603451,2900.0,3600.0,750.0,0.0,995.9703835552095
764,1719,CR 850 S & CR 1000 W,39.205247,-85.667373,3600.0,0.0,0.0,0.0,396.03960396039605
765,1723,CR 150 W & CR 400 S,40.490889,-86.555279,0.0,6000.0,0.0,0.0,660.0660066006601
766,1724,SR 29 & CR 100 S,40.533837,-86.402617,0.0,8800.0,0.0,0.0,968.0968096809681
767,1725,CR 400 S & CR 1000 W,40.099047,-85.165107,0.0,8800.0,0.0,0.0,968.0968096809681
768,1728,8400 N CR 950 W,40.559826,-85.163156,0.0,8600.0,0.0,0.0,946.0946094609461
769,1729,1627 E CR 1250 S,40.584366,-86.342286,0.0,4400.0,0.0,0.0,484.04840484048407
770,1730,CR 200 N & CR 400 W,41.087919,-86.679629,0.0,10000.0,0.0,0.0,1100.1100110011
771,1735,10357 E Division Rd,40.751469,-86.670458,500.0,5000.0,0.0,0.0,605.0605060506051
772,1737,CR 700 E & CR 1200 S,38.901738,-87.275451,4950.0,8400.0,0.0,0.0,1468.6468646864687
773,1738,3456 E CR 300 N,39.655516,-85.385358,4000.0,0.0,0.0,0.0,440.04400440044003
774,1740,SR 1 & CR 200 S,40.400388,-85.149776,4400.0,8800.0,0.0,0.0,1452.145214521452
775,1741,SR 13 & CR 1050 N,40.97844,-85.813419,1000.0,5000.0,0.0,0.0,660.0660066006601
776,1742,SR 13 & CR 1050 N,40.97844,-85.813419,1000.0,5000.0,0.0,0.0,660.0660066006601
777,1745,CR 550 W & CR 500 N,40.286574,-85.074356,0.0,8800.0,0.0,0.0,968.0968096809681
778,1747,CR 1050 W & Division Rd,40.301857,-86.212425,4400.0,8800.0,0.0,0.0,1452.145214521452
779,1748,7128 E Orange  Rd,39.589555,-85.316849,0.0,4400.0,0.0,0.0,484.04840484048407
780,1750,8172 W CR 550 N,40.517738,-85.138073,0.0,9240.0,0.0,0.0,1016.5016501650165
781,1751,2730 S CR 050 W,41.601768,-85.441173,2200.0,2450.0,0.0,0.0,511.55115511551156
782,1752,20565 E CR 200 N,39.232424,-85.701899,4000.0,4400.0,0.0,0.0,924.0924092409241
783,1756,3661 W CR 800 N,40.942089,-85.864484,0.0,9600.0,0.0,0.0,1056.1056105610562
784,1759,CR 700 E & CR 1125 S,41.436822,-86.563192,4400.0,8800.0,0.0,0.0,1452.145214521452
