,Address,Animal Units,Electricity incentive (USD/year),Manure generated (kg/year),Mass TP recovered (kg/year),NPV (USD),Net revenue (USD/year),Pcredits (USD/year),Phosphorus released generated (kg/year),Process capital cost (USD),Process operation cost (USD/year),Process operation cost amortized (USD/year),Profitable,Recommended,Struvite revenues (USD/year),Total incentives (USD/year),Total manure (lbs/yr) ,Total manure method 2 (lbs/yr),Type,latitude,longitude,node ,number,tech_selected
228,"N5339 Cty A, Westfield, WI 53964",2534,0.0,35034388.41700001,22069.652950257627,-111215.26966721872,-218114.69240679115,0.0,28027.510733600007,1681176.5857912193,231261.029116606,311317.05701142596,No,No,93202.36460463484,0.0,76789001.1845389,77011494.16857241,dairy ,43.8917751,-89.4897974,n229,229,MULTIFORM
229,"N764 Zenda Road, Lake Geneva, WI 53147",4972,0.0,68741507.186,43303.2022370485,-164745.4134571833,-380766.83700613736,0.0,54993.2057488,2317353.1715824385,453290.4653052548,563640.6163329899,No,No,182873.77932685256,0.0,150668868.938251,151106714.324247,dairy ,42.524828,-88.48211859999991,n230,230,MULTIFORM
230,"10219 County Road F, Newton, WI 53063",1776,0.0,24554488.48800001,15467.91777413478,-71127.81211133214,-146751.09454413573,0.0,19643.590790400005,1053430.7707055672,161910.29733525377,212073.66736885218,No,No,65322.572824716466,0.0,53818968.4703003,53974506.11360879,dairy ,43.978550399999996,-87.8015822,n231,231,MULTIFORM
231,"8544 County Highway X, Chippewa Falls, WI 54729",2118,0.0,29282886.609000005,18446.53707523506,-73984.06917090388,-165829.62226592074,0.0,23426.309287200005,1056176.5857912193,193437.0809138329,243731.2040467481,No,No,77901.58178082739,0.0,64182756.3176217,64368503.362682104,dairy ,44.901922,-91.497807,n232,232,MULTIFORM
232,"W2686 390th Ave, Maiden Rock, WI 54750",2045,0.0,28273608.6475,17810.749914473887,-73208.42045162806,-161315.35292620724,0.0,22618.886918,1053430.7707055672,186368.57153368153,236531.94156727998,No,No,75216.58864107271,0.0,61970602.7712636,62149901.6106869,dairy ,44.6787927,-92.26580870000001,n233,233,MULTIFORM
233,"N1930 County Road G, Brodhead, WI 53520",2574,0.0,35587417.437,22418.029476702093,-111524.65380703966,-220280.3813855378,0.0,28469.933949600003,1681176.5857912193,234897.94721302643,314953.97510784643,No,No,94673.59372230862,0.0,78001140.11405009,78227166.3614465,dairy ,42.5695939,-89.4255293,n234,234,MULTIFORM
234,"E6393 240th Ave, Menomonie , WI 54751",396,0.0,5474987.298,3448.9276118003236,-60200.07061448819,-71686.83731434442,0.0,4379.989838400001,1049140.9709612187,36292.91172401884,86252.00557931498,No,No,14565.168264970558,0.0,12000175.4021616,12033815.4594533,dairy ,44.769230900000004,-91.8397586,n235,235,MULTIFORM
235,"N7518 Tonet Rd, Luxemburg, WI 54217",2383,0.0,32946703.8665,20754.531562929715,-76033.73909721771,-180177.31175011757,0.0,26357.3630932,1056176.5857912193,217531.6633026186,267825.78643553384,No,No,87648.47468541624,0.0,72213176.7256338,72422331.6404728,dairy ,44.597806,-87.7312429999999,n236,236,MULTIFORM
236,"4819 Glenview Rd, Denmark, WI 54208",2803,0.0,38753508.5765,24412.485090596725,-113295.87800751464,-232678.95078886265,0.0,31002.8068612,1681176.5857912193,255719.30331503376,335775.33120985376,No,No,103096.3804209911,0.0,84940635.4855021,85186889.66565059,dairy ,44.409508,-87.90476699999991,n237,237,MULTIFORM
237,"W5895 Hwy 63, Ellsworth, WI 54010",2490,0.0,34426056.495000005,21686.438771168698,-110874.94711341568,-215732.43453016976,0.0,27540.845196000002,1681176.5857912193,227260.41921054345,307316.4471053634,No,No,91584.01257519366,0.0,75455648.3620765,75674254.7564109,dairy ,44.7320968,-92.425393,n238,238,MULTIFORM
238,"5027 Highway 81 East, Lancaster, WI 53813",987,0.0,13645991.068500005,8596.190790017472,-64771.22128034283,-103684.89197532684,0.0,10916.792854800004,1049140.9709612187,90028.37659863158,139987.4704539277,No,No,36302.57847860087,0.0,29909528.085690502,29995372.1091677,dairy ,42.8137824999999,-90.6715009999999,n239,239,MULTIFORM
239,"N7339 Regina Road, Wittenberg, WI 54499",1390,0.0,19217758.445,12106.084293945576,-68142.25516205987,-125852.1958992301,0.0,15374.206756,1053430.7707055672,126814.03770479596,176977.4077383944,No,No,51125.21183916432,0.0,42121827.8005166,42243269.452374,dairy ,44.8576378,-89.02457009999999,n240,240,MULTIFORM
240,"13104 Lakeshore Rd, Two Rivers, WI 54241",1960,0.0,27098421.980000004,17070.449795779376,-72550.97915450852,-156713.26384637054,0.0,21678.737584000002,1053430.7707055672,178640.120578788,228803.49061238643,No,No,72090.22676601588,0.0,59394807.546052195,59566598.200829506,dairy ,44.256712,-87.52526399999991,n241,241,MULTIFORM
241,"N6848 County Rd D, New London, WI 54961",1776,0.0,24554488.48800001,15467.91777413478,-71127.81211133214,-146751.09454413573,0.0,19643.590790400005,1053430.7707055672,161910.29733525377,212073.66736885218,No,No,65322.572824716466,0.0,53818968.4703003,53974506.11360879,dairy ,44.487241999999895,-88.723636,n242,242,MULTIFORM
242,"20507 Sunny Slope Road, Reedsville, WI 54230",1283,0.0,17738405.8165,11174.177085706604,-67314.65258803882,-120058.97788108271,0.0,14190.724653200003,1053430.7707055672,117085.2817968712,167248.65183046967,No,No,47189.67394938694,0.0,38879356.1640739,38991346.336435795,dairy ,44.166018,-87.977102,n243,243,MULTIFORM
243,"13674 County Rd M, Suring , WI 54174",3390,0.0,46869209.44500001,29524.91061616943,-78574.45004171545,-86077.28836160181,0.0,37495.367556000005,1391831.5857912193,125201.27736772197,191478.9719292086,No,No,105401.68356760679,0.0,102728774.27608001,103026879.09607801,dairy ,44.993569,-88.44313690000001,n244,244,NURESYS
244,"6600 Sunset Dr, Allenton, WI 53002",2865,0.0,39610703.5575,24952.46870658567,-113775.42342423712,-236035.76870592008,0.0,31688.562846,1681176.5857912193,261356.52636448556,341412.5542593055,No,No,105376.78555338547,0.0,86819450.8262446,87071181.5646053,dairy ,43.4117065,-88.37700790000001,n245,245,MULTIFORM
245,"6000 Elm Rd, Auburndale, WI 54412",1905,0.0,26338007.0775,16591.43207191822,-72125.57596225472,-153735.44150059385,0.0,21070.405662,1053430.7707055672,173639.35819620985,223802.72822980827,No,No,70067.28672921444,0.0,57728116.517974205,57895048.9356276,dairy ,44.58509,-90.019386,n246,246,MULTIFORM
246,"N8812 River Valley Rd, Ixonia, WI 53036",2228,0.0,30803716.414,19404.572522957373,-74834.87555541152,-171785.2669574742,0.0,24642.9731312,1056176.5857912193,203438.6056789893,253732.7288119045,No,No,81947.46185443031,0.0,67516138.3737777,67711601.8930858,dairy ,43.1630453,-88.5742911999999,n247,247,MULTIFORM
247,"N3397 S Broadway Rd, Bonduel, WI 54107",1750,0.0,24195019.625000007,15241.473031945872,-70926.7124204485,-145343.3967079504,0.0,19356.015700000004,1053430.7707055672,159546.30057258045,209709.67060617887,No,No,64366.27389822851,0.0,53031078.166117996,53184319.1882406,dairy ,44.706047999999996,-88.386044,n248,248,MULTIFORM
248,"5385 Sunset Dr, Kewaskum, WI 53040",1360,0.0,18802986.68,11844.801899112217,-67910.21705719414,-124227.92916517008,0.0,15042.389344,1053430.7707055672,124086.34913248061,174249.71916607907,No,No,50021.79000090898,0.0,41212723.6033831,41331515.307718396,dairy ,43.49071,-88.304271,n249,249,MULTIFORM
249,"5580 Humboldt Rd, Luxemburg, WI 54217",1400,0.0,19356015.7,12193.178425556694,-68219.60119701512,-126393.61814391677,0.0,15484.81256,1053430.7707055672,127723.26722890111,177886.63726249954,No,No,51493.019118582786,0.0,42424862.532894395,42547187.5005925,dairy ,44.501796999999996,-87.7956651,n250,250,MULTIFORM
250,"3006 Lone Elm Rd, Van Dyne, WI 54979",3734,0.0,51625259.017000005,32520.94874359194,-120496.7938618474,-283085.3617691921,0.0,41300.207213600006,1681176.5857912193,340368.5720092208,420424.59990404075,No,No,137339.23813484865,0.0,113153169.069877,113481659.95479499,dairy ,43.895067299999994,-88.5950713,n251,251,MULTIFORM
251,"3793 State Hwy 57, De Pere, WI 54115",2694,0.0,37246504.497,23463.159056035533,-112452.80622650252,-226777.44832177792,0.0,29797.203597600004,1681176.5857912193,245808.70150228793,325864.7293971079,No,No,99087.28107533001,0.0,81637556.90258391,81874182.9400687,dairy ,44.3926919,-88.0891439999999,n252,252,MULTIFORM
252,"N3569 Vanden Bosch Rd, Kaukauna, WI 54130",10677,0.0,147617271.1635,92990.404321192,-167984.20541141252,78144.28791133157,0.0,118093.8169308,3762101.1773736575,135415.8692107145,314563.5443237458,Yes,No,392707.8322350774,0.0,323550183.759795,324491960.832912,dairy ,44.366372,-88.2587303999999,n253,253,CRYSTALACTOR
253,"2768 Poplar St, Wrightstown, WI 54180",3479,0.0,48099699.01449999,30300.04838750839,-118524.4699704888,-269279.0945296819,0.0,38479.759211599994,1681176.5857912193,317183.2191445402,397239.24703936017,No,No,127960.15250967827,0.0,105425783.394243,105731749.72522199,dairy ,44.334034,-88.168628,n254,254,MULTIFORM
254,"S601 County Tk F, Durand, WI 54736",1809,0.0,25010737.4295,15755.328408451474,-71383.05402668443,-148537.7879516018,0.0,20008.5899436,1053430.7707055672,164910.75476480066,215074.1247983991,No,No,66536.33684679732,0.0,54818983.0871471,54977435.672729895,dairy ,44.626354299999996,-91.9657259999999,n255,255,MULTIFORM
255,"N8257 County Rd F, Berlin, WI 54923",1689,0.0,23351650.3695,14710.198829118044,-70454.90160722155,-142040.72101536166,0.0,18681.3202956,1053430.7707055672,154000.0004755392,204163.37050913763,No,No,62122.64949377594,0.0,51182566.2986133,51330419.0941077,dairy ,43.970564700000004,-88.9789301,n256,256,MULTIFORM
256,"1100 East Taft Street, Blair, WI 54616",1905,0.0,26338007.0775,16591.43207191822,-72125.57596225472,-153735.44150059385,0.0,21070.405662,1053430.7707055672,173639.35819620985,223802.72822980827,No,No,70067.28672921444,0.0,57728116.517974205,57895048.9356276,dairy ,44.293869,-91.2137585999999,n257,257,MULTIFORM
257,"8716 CCC Road, Oconto Falls, WI 54154",1239,0.0,17130073.894500002,10790.962906617679,-66974.33003423577,-117676.72000446134,0.0,13704.059115600001,1053430.7707055672,113084.67189080865,163248.0419244071,No,No,45571.32191994576,0.0,37546003.3416115,37654106.92427439,dairy ,44.839344999999895,-88.2008039999999,n258,258,MULTIFORM
258,"3416 Stone Rd, Manitowoc, WI 54220",1621,0.0,22411501.0355,14117.958734162432,-69928.94856952592,-138359.04975149228,0.0,17929.2008284,1053430.7707055672,147817.23971162434,197980.60974522278,No,No,59621.55999373048,0.0,49121930.118444204,49263776.3662217,dairy ,44.138624,-87.741411,n259,259,MULTIFORM
259,"W5993 Little Chicago Rd, Phillips, WI 54555",4138,0.0,57210852.118999995,36039.55166068115,-123621.57367403904,-304958.8204545336,0.0,45768.6816952,1681176.5857912193,377101.4447830677,457157.47267788765,No,No,152198.652223354,0.0,125395772.257941,125759949.102823,dairy ,45.6366934,-90.3439305,n260,260,MULTIFORM
260,"N695 Hopkins Rd, Arlington, WI 53911",2179,0.0,30126255.8645,18977.81127806289,-74455.87998413084,-169132.29795850944,0.0,24101.004691600003,1056176.5857912193,198983.38101087417,249277.50414378938,No,No,80145.20618527994,0.0,66031268.1851264,66222403.456815004,dairy ,43.301296,-89.347421,n261,261,MULTIFORM
261,"950 180th Street, Dresser, WI 54009",2310,0.0,31937425.905,20118.74440216855,-75469.11304204445,-176224.92936390484,0.0,25549.940724,1056176.5857912193,210894.28777665124,261188.41090956645,No,No,84963.48154566162,0.0,70001023.1792758,70203729.8884776,dairy ,45.3457176,-92.52967240000001,n262,262,MULTIFORM
262,"4357 County Rd U, Wrightstown, WI 54180",772,0.0,10673460.086000003,6723.666960378408,-63108.281528805186,-92044.31371456337,0.0,8538.768068800004,1049140.9709612187,70479.94183037145,120439.03568566758,No,No,28394.721971104216,0.0,23394281.339567497,23461134.072469603,dairy ,44.3407527,-88.18880809999999,n263,263,MULTIFORM
263,"12434 Tannery Rd, Mishicot, WI 54288",1410,0.0,19494272.955000006,12280.272557167818,-68296.94723197036,-126935.04038860348,0.0,15595.418364000005,1053430.7707055672,128632.49675300629,178795.86678660475,No,No,51860.82639800125,0.0,42727897.26527221,42851105.548810996,dairy ,44.249486999999895,-87.5848659999999,n264,264,MULTIFORM
264,"N6395 CTH N, Monticello, WI 53570",1602,0.0,22148812.251000002,13952.479884101307,-69781.99110311097,-137330.3474865876,0.0,17719.0498008,1053430.7707055672,146089.7036158246,196253.07364942302,No,No,58922.726162835424,0.0,48546164.126926295,48686332.074606605,dairy ,42.736022,-89.663736,n265,265,MULTIFORM
265,"W8303 22nd Rd, Crivitz, WI 54114",3036,0.0,41974902.61800001,26441.77835713581,-115098.04062197171,-245294.0890900622,0.0,33579.92209440001,1681176.5857912193,276904.3512266832,356960.37912150315,No,No,111666.29003144096,0.0,92001344.7499053,92268180.189142,dairy ,45.166490499999895,-88.00922990000001,n266,266,MULTIFORM
266,"5555 County Highway A, Merrill, WI 54452",5570,0.0,77009291.03500003,48511.43130739343,-169370.70634750664,-413143.8872384005,0.0,61607.43282800002,2317353.1715824385,507662.3908467412,618012.5418744764,No,No,204868.6546360758,0.0,168790345.93444398,169281013.607714,dairy ,45.0472235,-89.8513504,n267,267,MULTIFORM
267,"W873 Golden Glow Rd, Kaukauna, WI 54130",4370,0.0,60418420.434999995,38060.13551405911,-125416.0016850006,-317519.8165312644,0.0,48334.736348,1681176.5857912193,398195.5697423064,478251.5976371264,No,No,160731.78110586197,0.0,132426178.049106,132810847.82149199,dairy ,44.369791,-88.229303,n268,268,MULTIFORM
268,"N5421 County Rd K, Fond du Lac, WI 54937",3691,0.0,51030752.82050001,32146.443977664123,-120164.20591153989,-280757.24611703935,0.0,40824.60225640001,1681176.5857912193,336458.8850555687,416514.9129503887,No,No,135757.66683334933,0.0,111850119.720652,112174812.34745501,dairy ,43.737139899999995,-88.39941390000001,n269,269,MULTIFORM
269,"7262 Schneider Rd, Middleton, WI 53562",3905,0.0,53989458.0775,34010.258394142074,-121819.41105958198,-292343.6821533341,0.0,43191.566462,1681176.5857912193,355916.3968714183,435972.42476623825,No,No,143628.74261290414,0.0,118335062.99353799,118678658.57933101,dairy ,43.1274563,-89.55367159999999,n270,270,MULTIFORM
270,"N2348 Hwy 42, Kewaunee, WI 54216",2940,0.0,40647632.97,25605.674693669065,-114355.51868640142,-240096.43554107012,0.0,32518.106376,1681176.5857912193,268175.747795274,348231.775690094,No,No,108135.34014902385,0.0,89092211.31907819,89350566.9262442,dairy ,44.4091049,-87.5396509999999,n271,271,MULTIFORM
271,"3603 WAYSIDE RD., GREENLEAF, WI 54126",3275,0.0,45279251.0125,28523.32810264156,-116946.61085740192,-258234.08073807368,0.0,36223.40081,1681176.5857912193,298634.9368527956,378690.96474761557,No,No,120456.88400954189,0.0,99243874.85373509,99531821.5415646,dairy ,44.253367999999895,-87.98704790000001,n272,272,MULTIFORM
272,"W4230 Cty Rd R, Durand, WI 54736",1863,0.0,25757326.6065,16225.636719151516,-71800.7226154427,-151461.4680729098,0.0,20605.8612852,1053430.7707055672,169820.5941949683,219983.96422856674,No,No,68522.49615565693,0.0,56455370.641987294,56618593.1331099,dairy ,44.6546309,-91.8636362,n273,273,MULTIFORM
273,"N6414 Riemer Road, Hilbert, WI 54129",1568,0.0,21678737.584000006,13656.359836623502,-69519.01458426315,-135489.5118546529,0.0,17342.990067200008,1053430.7707055672,142998.32323386718,193161.69326746563,No,No,57672.181412812715,0.0,47515846.036841705,47653010.7106636,dairy ,44.122421,-88.112622,n274,274,MULTIFORM
274,"6200 Maier Rd, Waunakee, WI 53597",1728,0.0,23890853.663999997,15049.865942401404,-70756.55114354695,-144152.26776963967,0.0,19112.682931199997,1053430.7707055672,157545.99561954912,207709.36565314757,No,No,63557.09788350788,0.0,52364401.7548868,52515699.4821599,dairy ,43.214887,-89.47900600000001,n275,275,MULTIFORM
275,"7091 Old 57 Rd, Greenleaf, WI 54126",10463,0.0,144658565.90649998,91126.58990471407,-168726.46396436065,72948.47804069452,0.0,115726.85272519998,3762101.1773736575,132740.60330179683,311888.2784148282,Yes,No,384836.75645552267,0.0,317065240.48691,317988114.601035,dairy ,44.2971705,-88.1107592,n276,276,CRYSTALACTOR
276,"E11310 Buckeye Ridge Road, La Farge, WI 54639",1813,0.0,25066040.331499998,15790.16606109592,-71413.9924406665,-148754.3568494764,0.0,20052.8322652,1053430.7707055672,165274.44657444267,215437.81660804112,No,No,66683.45975856471,0.0,54940196.9800982,55099002.8920173,dairy ,43.622808299999996,-90.6883316,n277,277,MULTIFORM
277,"N1123 Hwy G, Brodhead, WI 53520",1551,0.0,21443700.250499997,13508.299812884594,-69387.52632483924,-134569.09403868555,0.0,17154.960200399997,1053430.7707055672,141452.63304288848,191616.00307648693,No,No,57046.90903780134,0.0,47000686.9917994,47136350.028692104,dairy ,42.546913599999996,-89.4256470999999,n278,278,MULTIFORM
278,"N9594 County Road PP, Brillion, WI 54110",2438,0.0,33707118.769,21233.54928679088,-110472.7477316484,-212917.03885779908,0.0,26965.6950152,1681176.5857912193,222532.42568519682,302588.4535800168,No,No,89671.41472221773,0.0,73879867.75371179,74093880.90567471,dairy ,44.1772137,-88.06426579999999,n279,279,MULTIFORM
279,"11812 Palm Grove Rd, Reedsville, WI 542309410",1531,0.0,21167185.7405,13334.111549662357,-69232.83425492876,-133486.24954931223,0.0,16933.7485924,1053430.7707055672,139634.17399467825,189797.5440282767,No,No,56311.29447896445,0.0,46394617.5270438,46528513.932255104,dairy ,44.161356,-87.829195,n280,280,MULTIFORM
280,"11620 County Road H, Gillett, WI 54124",5382,0.0,74410054.641,46874.06163310439,-80823.70705539573,-98096.55886029082,0.0,59528.043712800005,1403008.1715824383,198623.47806964023,265433.39100213733,No,No,167336.83214184648,0.0,163093292.96574098,163567354.301206,dairy ,44.91349,-88.344915,n281,281,NURESYS
281,"5031 Church Road, Middleton, WI 53562",1888,0.0,26102969.744,16443.372048179317,-71994.0877028308,-152815.0236846265,0.0,20882.375795199998,1053430.7707055672,172093.66800523113,222257.03803882957,No,No,69442.01435420307,0.0,57212957.4729319,57378388.2536562,dairy ,43.131184000000005,-89.543849,n282,282,MULTIFORM
282,"W6347 CTH Y, Brownsville, WI 53006",1602,0.0,22148812.251000002,13952.479884101307,-69781.99110311097,-137330.3474865876,0.0,17719.0498008,1053430.7707055672,146089.7036158246,196253.07364942302,No,No,58922.726162835424,0.0,48546164.126926295,48686332.074606605,dairy ,43.639276,-88.47284499999991,n283,283,MULTIFORM
283,"6013 Morrison Rd, De Pere, WI 54115",1675,0.0,23158090.212500002,14588.267044862476,-70346.6171582842,-141282.72987280035,0.0,18526.47217,1053430.7707055672,152727.07914179203,202890.44917539047,No,No,61607.719302590114,0.0,50758317.6732844,50904933.82660171,dairy ,44.3519946,-87.99625520000001,n284,284,MULTIFORM
